City,Postal Code,Sub-Category,Product Name,Sales,Quantity,Discount,Year,Month
Fresno,93727,Phones,Clearsounds A400,211.168,4,0.2,2014,3
Fresno,93727,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,2014,3
San Diego,92105,Fasteners,Staples,7.86,2,0.0,2012,12
San Diego,92105,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,2012,12
New York City,10009,Paper,Xerox 219,6.48,1,0.0,2012,12
New York City,10009,Paper,Xerox 1903,41.86,7,0.0,2012,12
New York City,10009,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0.0,2012,12
New York City,10009,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,2012,12
Malden,2148,Art,Newell 345,39.68,2,0.0,2013,3
New York City,10035,Accessories,Imation Clip USB flash drive - 8 GB,37.6,2,0.0,2012,11
New York City,10035,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,2,0.0,2012,11
New York City,10035,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,5,0.0,2012,11
San Francisco,94109,Labels,Avery File Folder Labels,5.76,2,0.0,2014,8
San Francisco,94109,Art,Newell 318,16.68,6,0.0,2014,8
Florence,29501,Storage,Fellowes Officeware Wire Shelving,628.81,7,0.0,2014,9
Florence,29501,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,2014,9
Springfield,65807,Storage,Hanging Personal Folder File,94.2,6,0.0,2014,4
Springfield,65807,Envelopes,Staples,28.4,5,0.0,2014,4
Huntsville,77340,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,7,0.32,2013,9
Los Angeles,90045,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9,0.0,2014,10
Los Angeles,90045,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,0.2,2014,10
Los Angeles,90045,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.2,2014,10
San Francisco,94122,Art,Staples,24.2,5,0.0,2014,1
San Francisco,94122,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3,0.2,2014,1
San Francisco,94122,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8,0.0,2014,3
Philadelphia,19120,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.2,2011,8
Los Angeles,90036,Binders,Staples,7.52,5,0.2,2012,6
Los Angeles,90045,Paper,Xerox 1974,11.96,2,0.0,2011,11
Los Angeles,90045,Tables,Bevis Boat-Shaped Conference Table,629.064,3,0.2,2011,11
Milwaukee,53209,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0.0,2013,12
Holyoke,1040,Bookcases,Bush Mission Pointe Library,301.96,2,0.0,2012,7
Albuquerque,87105,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,5,0.0,2014,10
Albuquerque,87105,Binders,GBC Twin Loop Wire Binding Elements,79.872,3,0.2,2014,10
Sparks,89431,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,0.2,2013,5
Coachella,92236,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0.0,2014,11
Coachella,92236,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,0.0,2014,11
Elmhurst,60126,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,2013,4
Elmhurst,60126,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,2,0.2,2013,4
Fairfield,45014,Accessories,Maxell 4.7GB DVD-R,158.928,7,0.2,2014,12
Fairfield,45014,Binders,Satellite Sectional Post Binders,13.023,1,0.7,2014,12
Fairfield,45014,Tables,Hon Rectangular Conference Tables,273.06,2,0.4,2014,12
Fairfield,45014,Fasteners,Staples,39.312,13,0.2,2014,12
Arlington,76017,Binders,Computer Printout Index Tabs,1.344,4,0.8,2013,6
Arlington,76017,Binders,GBC Wire Binding Combs,8.272,4,0.8,2013,6
Arlington,76017,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,0.6,2013,6
San Francisco,94110,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8,0.0,2014,5
Seattle,98103,Furnishings,3M Hangers With Command Adhesive,7.4,2,0.0,2014,12
New York City,10009,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,2011,3
Houston,77070,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,4,0.2,2014,5
Springfield,22153,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0.0,2012,11
Springfield,22153,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0.0,2012,11
Farmington,87401,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.0,2014,7
Louisville,80027,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,2011,11
Louisville,80027,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,4,0.2,2011,11
Tampa,33614,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.2,2014,7
Passaic,7055,Phones,AT&T 841000 Phone,345.0,5,0.0,2013,5
Passaic,7055,Tables,Bevis 36 x 72 Conference Tables,174.286,2,0.3,2013,5
Passaic,7055,Appliances,Eureka Sanitaire  Commercial Upright,662.84,4,0.0,2013,5
Passaic,7055,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0.0,2013,5
Passaic,7055,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,0.0,2013,5
Passaic,7055,Phones,Digium D40 VoIP phone,257.98,2,0.0,2013,5
Los Angeles,90004,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,2012,9
Philadelphia,19143,Chairs,Hon Olson Stacker Stools,492.835,5,0.3,2013,11
North Charleston,29406,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,2012,9
San Jose,95123,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,2013,11
New York City,10011,Labels,Avery 496,18.75,5,0.0,2014,3
New York City,10011,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,6,0.0,2014,3
New York City,10011,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3,0.2,2014,3
New York City,10011,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06,3,0.0,2014,3
New York City,10011,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6,8,0.0,2014,3
New York City,10011,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,8,0.0,2014,3
New York City,10011,Labels,Avery 486,7.31,1,0.0,2014,3
New York City,10011,Art,Lumber Crayons,59.1,6,0.0,2014,3
New York City,10011,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.0,2014,3
Plainfield,7060,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.0,2014,8
Seattle,98115,Paper,Xerox 1896,29.97,3,0.0,2012,7
Seattle,98115,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,3,0.2,2012,7
New York City,10009,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,2014,12
New York City,10009,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,2014,12
New York City,10009,Phones,AT&T 1080 Corded phone,136.99,1,0.0,2014,12
New York City,10009,Labels,Avery 520,3.15,1,0.0,2014,12
Newport News,23602,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.0,2014,5
Newport News,23602,Storage,Letter Size Cart,571.44,4,0.0,2014,5
Newport News,23602,Paper,Xerox 23,32.4,5,0.0,2014,5
Newport News,23602,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.0,2014,5
Fayetteville,28314,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,2013,1
Fayetteville,28314,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,0.2,2013,1
Fayetteville,28314,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,2013,1
Los Angeles,90032,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,0.2,2013,11
Los Angeles,90032,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0.0,2013,11
Los Angeles,90032,Labels,Avery 50,87.71,7,0.0,2013,11
Los Angeles,90032,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0.0,2013,11
Los Angeles,90036,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,2014,9
New York City,10011,Art,Newell 322,5.46,3,0.0,2011,9
Dallas,75220,Supplies,Fiskars Spring-Action Scissors,11.184,1,0.2,2014,6
Dallas,75220,Storage,Safco Industrial Wire Shelving,153.584,2,0.2,2014,6
Seattle,98105,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,0.0,2014,12
Seattle,98105,Phones,Anker 24W Portable Micro USB Car Charger,35.168,4,0.2,2014,8
Seattle,98105,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,0.0,2014,8
Seattle,98105,Binders,GBC Standard Therm-A-Bind Covers,99.68,5,0.2,2014,8
Seattle,98105,Art,Newell 344,5.56,2,0.0,2014,8
Newark,19711,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,2012,1
Newark,19711,Art,Newell 313,9.84,3,0.0,2012,1
Newark,19711,Paper,Xerox 1959,20.04,3,0.0,2012,1
New York City,10024,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0.0,2012,10
New York City,10024,Paper,Xerox 1895,23.92,4,0.0,2012,10
Los Angeles,90049,Paper,White GlueTop Scratch Pads,90.24,6,0.0,2011,12
Jamestown,14701,Phones,Apple iPhone 5,4548.81,7,0.0,2011,11
Houston,77095,Tables,KI Adjustable-Height Table,300.93,5,0.3,2013,9
Houston,77095,Phones,Polycom VVX 310 VoIP phone,719.96,5,0.2,2013,9
Mishawaka,46544,Chairs,"Global Geo Office Task Chair, Gray",647.84,8,0.0,2011,6
San Diego,92037,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,0.0,2012,9
San Diego,92037,Envelopes,Cameo Buff Policy Envelopes,124.46,2,0.0,2012,9
San Francisco,94109,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,2013,5
Miami,33178,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,3,0.2,2014,6
Skokie,60076,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,2,0.2,2014,6
Skokie,60076,Binders,Avery Durable Binders,2.304,4,0.8,2014,6
Skokie,60076,Binders,Fellowes Binding Cases,9.36,4,0.8,2014,6
San Francisco,94110,Labels,Avery 52,7.38,2,0.0,2013,11
San Francisco,94122,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.0,2011,7
San Francisco,94122,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,2011,7
San Francisco,94122,Furnishings,Staples,77.92,8,0.0,2011,7
Houston,77070,Appliances,Belkin 8 Outlet Surge Protector,32.784,4,0.8,2012,7
Los Angeles,90045,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,2014,3
Los Angeles,90045,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6,0.0,2014,3
Oklahoma City,73120,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0.0,2013,11
Monroe,71203,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0.0,2012,4
Tampa,33614,Binders,"Premier Elliptical Ring Binder, Black",45.66,5,0.7,2014,12
Chicago,60623,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,4,0.2,2013,11
Chicago,60623,Chairs,Global Chrome Stack Chair,47.992,2,0.3,2013,11
Bowling Green,43402,Storage,Economy Rollaway Files,264.32,2,0.2,2011,9
Houston,77095,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656,9,0.2,2011,11
Westfield,7090,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0.0,2014,5
Oklahoma City,73120,Labels,Avery 49,20.16,7,0.0,2013,10
Oklahoma City,73120,Labels,Avery 508,29.46,6,0.0,2013,10
Oklahoma City,73120,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59,3,0.0,2013,10
Oklahoma City,73120,Paper,Xerox 1999,12.96,2,0.0,2013,10
Oklahoma City,73120,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0.0,2013,10
Oklahoma City,73120,Binders,Ibico Plastic Spiral Binding Combs,121.6,4,0.0,2013,10
Houston,77041,Art,Newell 312,42.048,9,0.2,2012,4
Houston,77041,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,2012,4
Houston,77041,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,3,0.8,2012,4
Houston,77041,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,6,0.8,2012,4
Houston,77041,Paper,Xerox 1949,7.968,2,0.2,2012,4
Fort Lauderdale,33311,Paper,Xerox 210,10.368,2,0.2,2011,10
Little Rock,72209,Paper,Xerox 1929,114.2,5,0.0,2011,8
Little Rock,72209,Binders,Avery Non-Stick Binders,17.96,4,0.0,2011,8
Little Rock,72209,Fasteners,Colored Push Pins,12.67,7,0.0,2011,8
Little Rock,72209,Accessories,Logitech Gaming G510s - Keyboard,339.96,4,0.0,2011,8
Philadelphia,19120,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,2014,8
La Quinta,92253,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0.0,2012,9
Cleveland,44105,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,2012,1
Cleveland,44105,Phones,Polycom VVX 310 VoIP phone,431.976,4,0.4,2012,1
Cleveland,44105,Phones,Nortel Meridian M5316 Digital phone,155.37,1,0.4,2012,1
San Francisco,94122,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,6,0.2,2012,7
San Francisco,94122,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,3,0.2,2012,7
Scottsdale,85254,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,0.2,2013,5
Philadelphia,19134,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,3,0.2,2011,9
Malden,2148,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,3,0.0,2013,9
Malden,2148,Labels,Avery 52,14.76,4,0.0,2013,9
San Jose,95123,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,0.0,2014,4
San Jose,95123,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,1,0.15,2014,4
Phoenix,85023,Art,Newell 346,2.304,1,0.2,2012,8
Phoenix,85023,Phones,Samsung Galaxy S4 Mini,1879.96,5,0.2,2012,8
Phoenix,85023,Paper,Xerox 1891,313.024,8,0.2,2012,8
Phoenix,85023,Labels,Avery 488,5.04,2,0.2,2012,8
Henderson,42420,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,2014,11
Henderson,42420,Binders,GBC Imprintable Covers,21.96,2,0.0,2014,11
Columbia,29203,Paper,Xerox 224,25.92,4,0.0,2013,9
Tallahassee,32303,Phones,HTC One Mini,705.544,7,0.2,2013,8
New York City,10035,Accessories,Dell Slim USB Multimedia Keyboard,50.0,2,0.0,2012,9
Houston,77070,Furnishings,Contemporary Wood/Metal Frame,51.712,8,0.6,2013,10
Coral Springs,33065,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,2012,3
Orem,84057,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,7,0.0,2012,5
Orem,84057,Labels,Self-Adhesive Removable Labels,15.75,5,0.0,2012,5
Orem,84057,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,2012,5
Nashville,37211,Labels,Avery 474,9.216,4,0.2,2012,12
Nashville,37211,Paper,Xerox 227,10.368,2,0.2,2012,12
New York City,10009,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1,0.0,2012,3
New York City,10009,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82,2,0.0,2012,3
Bowling Green,42104,Accessories,Memorex Froggy Flash Drive 8 GB,71.0,4,0.0,2014,12
Bellingham,98226,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,2014,11
Bellingham,98226,Tables,Hon 94000 Series Round Tables,2665.62,9,0.0,2014,11
New York City,10011,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,8,0.0,2014,9
Newark,43055,Phones,AT&T 1080 Corded phone,164.388,2,0.4,2014,12
Newark,43055,Art,BIC Brite Liner Highlighters,13.248,4,0.2,2014,12
Woodstock,60098,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912,2,0.2,2014,7
Carrollton,75007,Accessories,Logitech diNovo Edge Keyboard,1399.944,7,0.2,2013,8
Lafayette,47905,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,2014,7
Columbus,31907,Envelopes,Fashion Color Clasp Envelopes,16.23,3,0.0,2011,11
Columbus,31907,Binders,GBC ProClick Punch Binding System,319.9,5,0.0,2011,11
Columbus,31907,Envelopes,Staples,11.36,2,0.0,2011,11
Columbus,31907,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3,0.0,2011,11
Alexandria,22304,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,2011,1
Alexandria,22304,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0.0,2011,1
Alexandria,22304,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0.0,2011,1
Alexandria,22304,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0.0,2011,1
Alexandria,22304,Phones,Macally Suction Cup Mount,155.35,13,0.0,2011,1
Alexandria,22304,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,2011,1
Alexandria,22304,Phones,Jabra SPEAK 410,187.98,2,0.0,2011,1
Haltom City,76117,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2012,11
New York City,10024,Storage,Steel Personal Filing/Posting Tote,248.57,7,0.0,2014,7
New York City,10024,Furnishings,"Executive Impressions 14""",22.23,1,0.0,2014,7
Los Angeles,90004,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0.0,2013,5
Los Angeles,90004,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,2013,5
Wheeling,60090,Furnishings,"Executive Impressions 12"" Wall Clock",14.136,2,0.6,2013,9
Wheeling,60090,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47,3,0.5,2013,9
Summerville,29483,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,2,0.0,2014,11
Summerville,29483,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,8,0.0,2014,11
Columbus,47201,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,0.0,2014,5
Columbus,47201,Binders,Ibico Hi-Tech Manual Binding System,914.97,3,0.0,2014,5
Columbus,47201,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97,3,0.0,2014,5
Columbus,47201,Storage,Tennsco 6- and 18-Compartment Lockers,530.34,2,0.0,2014,5
Columbus,47201,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94,3,0.0,2014,5
New York City,10024,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,2,0.0,2014,4
New York City,10024,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71,7,0.0,2014,4
New York City,10035,Paper,Staples,14.94,3,0.0,2013,6
New York City,10035,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,3,0.0,2013,6
New York City,10035,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,2013,6
New York City,10035,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12,4,0.0,2013,6
Jacksonville,32216,Binders,Avery Binder Labels,1.167,1,0.7,2011,12
San Diego,92024,Art,Berol Giant Pencil Sharpener,16.99,1,0.0,2013,3
Arlington,76017,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.672,3,0.2,2011,11
Arlington,76017,Labels,Avery 520,2.52,1,0.2,2011,11
Arlington,76017,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,5,0.3,2011,11
Arlington,76017,Labels,Avery 52,5.904,2,0.2,2011,11
Arlington,76017,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,0.2,2011,11
Arlington,76017,Furnishings,"Master Caster Door Stop, Brown",6.096,3,0.6,2011,11
Los Angeles,90045,Chairs,"Global Stack Chair without Arms, Black",41.568,2,0.2,2013,4
Los Angeles,90049,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,2011,4
Los Angeles,90049,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,6,0.2,2011,4
San Francisco,94110,Labels,Avery 498,5.78,2,0.0,2014,4
San Francisco,94110,Binders,Fellowes Binding Cases,121.68,13,0.2,2014,4
Carlsbad,88220,Art,Design Ebony Sketching Pencil,4.17,3,0.0,2014,12
Carlsbad,88220,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4,0.2,2014,12
Carlsbad,88220,Storage,Eldon Simplefile Box Office,37.32,3,0.0,2014,12
Carlsbad,88220,Labels,Avery 517,18.45,5,0.0,2014,12
Saint Louis,63116,Paper,Xerox 214,25.92,4,0.0,2011,12
New York City,10024,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,4,0.2,2014,10
New York City,10024,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,8,0.0,2014,10
New York City,10024,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,2014,10
New York City,10024,Phones,i.Sound Portable Power - 8000 mAh,52.99,1,0.0,2014,10
Springfield,45503,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864,4,0.2,2014,11
Springfield,45503,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995,7,0.7,2014,11
Springfield,45503,Binders,Accohide Poly Flexible Ring Binders,11.22,10,0.7,2014,11
Tulsa,74133,Paper,Xerox 1952,14.94,3,0.0,2012,9
Seattle,98103,Furnishings,24-Hour Round Wall Clock,39.96,2,0.0,2014,5
Seattle,98103,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624,2,0.2,2014,5
Seattle,98103,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,2014,5
Fayetteville,28314,Furnishings,Stackable Trays,4.928,2,0.2,2012,7
Fayetteville,28314,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,2012,7
Los Angeles,90045,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0.0,2012,8
New York City,10035,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,4,0.0,2014,6
New York City,10035,Binders,Angle-D Ring Binders,13.128,3,0.2,2014,6
New York City,10035,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0.0,2014,6
New York City,10035,Chairs,Safco Contoured Stacking Chairs,858.24,4,0.1,2014,6
Hot Springs,71901,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,1,0.0,2012,2
Aurora,60505,Paper,White Computer Printout Paper by Universal,186.048,6,0.2,2013,12
Raleigh,27604,Phones,Motorola L804,36.792,1,0.2,2013,4
Raleigh,27604,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,0.2,2013,4
Tulsa,74133,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,2011,9
Tulsa,74133,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0.0,2011,9
Tulsa,74133,Paper,Xerox 2000,12.96,2,0.0,2011,9
Tulsa,74133,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,2011,9
Tulsa,74133,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,2011,9
Hesperia,92345,Bookcases,Bestar Classic Bookcase,424.9575,5,0.15,2013,9
Provo,84604,Binders,Avery Non-Stick Binders,10.776,3,0.2,2014,9
Provo,84604,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,3,0.2,2014,9
Provo,84604,Paper,Green Bar Computer Printout Paper,164.88,3,0.0,2014,9
Provo,84604,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0.0,2014,9
Provo,84604,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,2014,9
Provo,84604,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0.0,2014,9
Provo,84604,Labels,Avery 514,14.4,5,0.0,2014,9
San Francisco,94110,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0.0,2013,8
Gilbert,85234,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,2012,12
New York City,10035,Phones,Google Nexus 5,1979.89,11,0.0,2014,11
New York City,10035,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0.0,2014,11
Springfield,65807,Binders,Acco 3-Hole Punch,8.76,2,0.0,2014,4
Memphis,38109,Labels,Avery 499,3.984,1,0.2,2013,5
Memphis,38109,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,2013,5
Memphis,38109,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,2013,5
Amarillo,79109,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2,2013,10
Amarillo,79109,Paper,Staples,28.352,1,0.2,2013,10
Los Angeles,90045,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,2012,8
Los Angeles,90045,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4,0.0,2012,8
Lowell,1852,Paper,Xerox 1913,166.44,3,0.0,2011,9
Lowell,1852,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,2011,9
Lowell,1852,Paper,Advantus Motivational Note Cards,26.2,2,0.0,2011,9
Lowell,1852,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,2011,9
San Diego,92024,Paper,Xerox 1888,166.44,3,0.0,2014,12
Asheville,28806,Art,Pencil and Crayon Sharpener,8.76,5,0.2,2014,11
Asheville,28806,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,1,0.2,2014,11
Pueblo,81001,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,2011,6
